"activity" "subject" "measure" "averagevalue"
"WALKING_DOWNSTAIRS" 8 "fbodyaccjerkstdz" -0.991141155789474
"WALKING_DOWNSTAIRS" 8 "fbodyaccmagmean" -0.974472502368421
"WALKING_DOWNSTAIRS" 8 "fbodyaccmagstd" -0.961104038947368
"WALKING_DOWNSTAIRS" 8 "fbodyaccmeanx" -0.991936753947368
"WALKING_DOWNSTAIRS" 8 "fbodyaccmeany" -0.959697895
"WALKING_DOWNSTAIRS" 8 "fbodyaccmeanz" -0.978855868157895
"WALKING_DOWNSTAIRS" 8 "fbodyaccstdx" -0.991774740263158
"WALKING_DOWNSTAIRS" 8 "fbodyaccstdy" -0.934711763947368
"WALKING_DOWNSTAIRS" 8 "fbodyaccstdz" -0.963846860789474
"WALKING_DOWNSTAIRS" 8 "fbodybodyaccjerkmagmean" -0.989075133157895
"WALKING_DOWNSTAIRS" 8 "fbodybodyaccjerkmagstd" -0.989917442631579
"WALKING_DOWNSTAIRS" 8 "fbodybodygyrojerkmagmean" -0.991220302631579
"WALKING_DOWNSTAIRS" 8 "fbodybodygyrojerkmagstd" -0.990964361315789
"WALKING_DOWNSTAIRS" 8 "fbodybodygyromagmean" -0.972628062631579
"WALKING_DOWNSTAIRS" 8 "fbodybodygyromagstd" -0.961103678947368
"WALKING_DOWNSTAIRS" 8 "fbodygyromeanx" -0.972457904210526
"WALKING_DOWNSTAIRS" 8 "fbodygyromeany" -0.986133679210526
"WALKING_DOWNSTAIRS" 8 "fbodygyromeanz" -0.964688339736842
"WALKING_DOWNSTAIRS" 8 "fbodygyrostdx" -0.973071714473684
"WALKING_DOWNSTAIRS" 8 "fbodygyrostdy" -0.978998535263158
"WALKING_DOWNSTAIRS" 8 "fbodygyrostdz" -0.964453204736842
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkmagmean" -0.989814236315789
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkmagstd" -0.989934863421053
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkmeanx" 0.076338811
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkmeany" 0.00658261679855263
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkmeanz" -0.00284890477342105
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkstdx" -0.993351319473684
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkstdy" -0.98073387368421
"WALKING_DOWNSTAIRS" 8 "tbodyaccjerkstdz" -0.990403735789474
"WALKING_DOWNSTAIRS" 8 "tbodyaccmagmean" -0.966760964210526
"WALKING_DOWNSTAIRS" 8 "tbodyaccmagstd" -0.961645618421053
"WALKING_DOWNSTAIRS" 8 "tbodyaccmeanx" 0.274015639736842
"WALKING_DOWNSTAIRS" 8 "tbodyaccmeany" -0.00919949513684211
"WALKING_DOWNSTAIRS" 8 "tbodyaccmeanz" -0.108198938421053
"WALKING_DOWNSTAIRS" 8 "tbodyaccstdx" -0.991786846052632
"WALKING_DOWNSTAIRS" 8 "tbodyaccstdy" -0.939852278947368
"WALKING_DOWNSTAIRS" 8 "tbodyaccstdz" -0.967785046315789
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkmagmean" -0.990988561315789
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkmagstd" -0.990970521315789
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkmeanx" -0.0965792340789474
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkmeany" -0.0393859503684211
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkmeanz" -0.0456399690894737
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkstdx" -0.986380976315789
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkstdy" -0.993471129210526
"WALKING_DOWNSTAIRS" 8 "tbodygyrojerkstdz" -0.986203490526316
"WALKING_DOWNSTAIRS" 8 "tbodygyromagmean" -0.954638499210526
"WALKING_DOWNSTAIRS" 8 "tbodygyromagstd" -0.961498625789474
"WALKING_DOWNSTAIRS" 8 "tbodygyromeanx" -0.0338080006447368
"WALKING_DOWNSTAIRS" 8 "tbodygyromeany" -0.0776758797631579
"WALKING_DOWNSTAIRS" 8 "tbodygyromeanz" 0.0703539032734211
"WALKING_DOWNSTAIRS" 8 "tbodygyrostdx" -0.972685502631579
"WALKING_DOWNSTAIRS" 8 "tbodygyrostdy" -0.981409701315789
"WALKING_DOWNSTAIRS" 8 "tbodygyrostdz" -0.96193019868421
"WALKING_DOWNSTAIRS" 8 "tgravityaccmagmean" -0.966760964210526
"WALKING_DOWNSTAIRS" 8 "tgravityaccmagstd" -0.961645618421053
"WALKING_DOWNSTAIRS" 8 "tgravityaccmeanx" 0.928638525263158
"WALKING_DOWNSTAIRS" 8 "tgravityaccmeany" -0.0661758980789474
"WALKING_DOWNSTAIRS" 8 "tgravityaccmeanz" 0.0735213121578947
"WALKING_DOWNSTAIRS" 8 "tgravityaccstdx" -0.987751334736842
"WALKING_DOWNSTAIRS" 8 "tgravityaccstdy" -0.960043295526316
"WALKING_DOWNSTAIRS" 8 "tgravityaccstdz" -0.969617106052632
"WALKING_UPSTAIRS" 8 "fbodyaccjerkmeanx" -0.991930918292683
"WALKING_UPSTAIRS" 8 "fbodyaccjerkmeany" -0.982205447560976
"WALKING_UPSTAIRS" 8 "fbodyaccjerkmeanz" -0.988602245121951
"WALKING_UPSTAIRS" 8 "fbodyaccjerkstdx" -0.992675825609756
"WALKING_UPSTAIRS" 8 "fbodyaccjerkstdy" -0.983819394878049
"WALKING_UPSTAIRS" 8 "fbodyaccjerkstdz" -0.990346079268293
"WALKING_UPSTAIRS" 8 "fbodyaccmagmean" -0.979953959756098
"WALKING_UPSTAIRS" 8 "fbodyaccmagstd" -0.975614594390244
"WALKING_UPSTAIRS" 8 "fbodyaccmeanx" -0.989252298292683
"WALKING_UPSTAIRS" 8 "fbodyaccmeany" -0.975190750487805
"WALKING_UPSTAIRS" 8 "fbodyaccmeanz" -0.983088064146341
"WALKING_UPSTAIRS" 8 "fbodyaccstdx" -0.989298702439024
"WALKING_UPSTAIRS" 8 "fbodyaccstdy" -0.971147995609756
"WALKING_UPSTAIRS" 8 "fbodyaccstdz" -0.977056367804878
"WALKING_UPSTAIRS" 8 "fbodybodyaccjerkmagmean" -0.98968083
"WALKING_UPSTAIRS" 8 "fbodybodyaccjerkmagstd" -0.988658932195122
"WALKING_UPSTAIRS" 8 "fbodybodygyrojerkmagmean" -0.992930742682927
"WALKING_UPSTAIRS" 8 "fbodybodygyrojerkmagstd" -0.991389613414634
"WALKING_UPSTAIRS" 8 "fbodybodygyromagmean" -0.983063611219512
"WALKING_UPSTAIRS" 8 "fbodybodygyromagstd" -0.977761137560976
"WALKING_UPSTAIRS" 8 "fbodygyromeanx" -0.989279665365854
"WALKING_UPSTAIRS" 8 "fbodygyromeany" -0.988204387804878
"WALKING_UPSTAIRS" 8 "fbodygyromeanz" -0.974239863902439
"WALKING_UPSTAIRS" 8 "fbodygyrostdx" -0.991987489512195
"WALKING_UPSTAIRS" 8 "fbodygyrostdy" -0.985415958292683
"WALKING_UPSTAIRS" 8 "fbodygyrostdz" -0.973711773170732
"WALKING_UPSTAIRS" 8 "tbodyaccjerkmagmean" -0.989859063658537
"WALKING_UPSTAIRS" 8 "tbodyaccjerkmagstd" -0.989732030487805
"WALKING_UPSTAIRS" 8 "tbodyaccjerkmeanx" 0.073201730195122
"WALKING_UPSTAIRS" 8 "tbodyaccjerkmeany" 0.00704281361073171
"WALKING_UPSTAIRS" 8 "tbodyaccjerkmeanz" 0.00116318754463415
"WALKING_UPSTAIRS" 8 "tbodyaccjerkstdx" -0.991923133170732
"WALKING_UPSTAIRS" 8 "tbodyaccjerkstdy" -0.982309884146341
"WALKING_UPSTAIRS" 8 "tbodyaccjerkstdz" -0.990198216829268
"WALKING_UPSTAIRS" 8 "tbodyaccmagmean" -0.980532122926829
"WALKING_UPSTAIRS" 8 "tbodyaccmagstd" -0.974916265365854
"WALKING_UPSTAIRS" 8 "tbodyaccmeanx" 0.281219632926829
"WALKING_UPSTAIRS" 8 "tbodyaccmeany" -0.0141411581707317
"WALKING_UPSTAIRS" 8 "tbodyaccmeanz" -0.111397619536585
"WALKING_UPSTAIRS" 8 "tbodyaccstdx" -0.989179972195122
"WALKING_UPSTAIRS" 8 "tbodyaccstdy" -0.971711902682927
"WALKING_UPSTAIRS" 8 "tbodyaccstdz" -0.978565926585366
"WALKING_UPSTAIRS" 8 "tbodygyrojerkmagmean" -0.993813591463415
"WALKING_UPSTAIRS" 8 "tbodygyrojerkmagstd" -0.99216405902439
"WALKING_UPSTAIRS" 8 "tbodygyrojerkmeanx" -0.0989905402439024
"WALKING_UPSTAIRS" 8 "tbodygyrojerkmeany" -0.039313673304878
"WALKING_UPSTAIRS" 8 "tbodygyrojerkmeanz" -0.0602221415365854
"WALKING_UPSTAIRS" 8 "tbodygyrojerkstdx" -0.993590781219512
"WALKING_UPSTAIRS" 8 "tbodygyrojerkstdy" -0.992887686585366
"WALKING_UPSTAIRS" 8 "tbodygyrojerkstdz" -0.989377759512195
"WALKING_UPSTAIRS" 8 "tbodygyromagmean" -0.976655580731707
"WALKING_UPSTAIRS" 8 "tbodygyromagstd" -0.97750736
"WALKING_UPSTAIRS" 8 "tbodygyromeanx" -0.0264120000219512
"WALKING_UPSTAIRS" 8 "tbodygyromeany" -0.0667725887634146
"WALKING_UPSTAIRS" 8 "tbodygyromeanz" 0.0969164002682927
"WALKING_UPSTAIRS" 8 "tbodygyrostdx" -0.991330929268293
"WALKING_UPSTAIRS" 8 "tbodygyrostdy" -0.98639237902439
"WALKING_UPSTAIRS" 8 "tbodygyrostdz" -0.971837746341463
"WALKING_UPSTAIRS" 8 "tgravityaccmagmean" -0.980532122926829
"WALKING_UPSTAIRS" 8 "tgravityaccmagstd" -0.974916265365854
"WALKING_UPSTAIRS" 8 "tgravityaccmeanx" 0.635183433902439
"WALKING_UPSTAIRS" 8 "tgravityaccmeany" 0.318492183365854
"WALKING_UPSTAIRS" 8 "tgravityaccmeanz" 0.197674502829268
"WALKING_UPSTAIRS" 8 "tgravityaccstdx" -0.982791230487805
"WALKING_UPSTAIRS" 8 "tgravityaccstdy" -0.986585605609756
"WALKING_UPSTAIRS" 8 "tgravityaccstdz" -0.979337445853659
"LAYING" 9 "fbodyaccjerkmeanx" -0.7980548288
"LAYING" 9 "fbodyaccjerkmeany" -0.730622672
"LAYING" 9 "fbodyaccjerkmeanz" -0.8619689354
"LAYING" 9 "fbodyaccjerkstdx" -0.7986074788
"LAYING" 9 "fbodyaccjerkstdy" -0.7119446518
"LAYING" 9 "fbodyaccjerkstdz" -0.885740214
"LAYING" 9 "fbodyaccmagmean" -0.6879278172
"LAYING" 9 "fbodyaccmagstd" -0.7137796572
"LAYING" 9 "fbodyaccmeanx" -0.7110683274
"LAYING" 9 "fbodyaccmeany" -0.621037165
"LAYING" 9 "fbodyaccmeanz" -0.7738936114
"LAYING" 9 "fbodyaccstdx" -0.6555650746
"LAYING" 9 "fbodyaccstdy" -0.5971491742
"LAYING" 9 "fbodyaccstdz" -0.6973405214
"LAYING" 9 "fbodybodyaccjerkmagmean" -0.765775319
"LAYING" 9 "fbodybodyaccjerkmagstd" -0.7793368152
"LAYING" 9 "fbodybodygyrojerkmagmean" -0.8699398368
"LAYING" 9 "fbodybodygyrojerkmagstd" -0.870323609
"LAYING" 9 "fbodybodygyromagmean" -0.759369174
"LAYING" 9 "fbodybodygyromagstd" -0.7074415666
"LAYING" 9 "fbodygyromeanx" -0.64326253696
"LAYING" 9 "fbodygyromeany" -0.817069293
"LAYING" 9 "fbodygyromeanz" -0.7213047648
"LAYING" 9 "fbodygyrostdx" -0.6872365418
"LAYING" 9 "fbodygyrostdy" -0.7246561454
"LAYING" 9 "fbodygyrostdz" -0.753040264
"LAYING" 9 "tbodyaccjerkmagmean" -0.7833531136
"LAYING" 9 "tbodyaccjerkmagstd" -0.7710371572
"LAYING" 9 "tbodyaccjerkmeanx" 0.088334471988
"LAYING" 9 "tbodyaccjerkmeany" -0.006423385864
"LAYING" 9 "tbodyaccjerkmeanz" 0.00154377806098
"LAYING" 9 "tbodyaccjerkstdx" -0.788935077
"LAYING" 9 "tbodyaccjerkstdy" -0.7124696042
"LAYING" 9 "tbodyaccjerkstdz" -0.874540288
"LAYING" 9 "tbodyaccmagmean" -0.6305764224
"LAYING" 9 "tbodyaccmagstd" -0.6716879982
"LAYING" 9 "tbodyaccmeanx" 0.2794246162
"LAYING" 9 "tbodyaccmeany" -0.0211051246138
"LAYING" 9 "tbodyaccmeanz" -0.1134478668
"LAYING" 9 "tbodyaccstdx" -0.6696907876
"LAYING" 9 "tbodyaccstdy" -0.58748511828
"LAYING" 9 "tbodyaccstdz" -0.7080839152
"LAYING" 9 "tbodygyrojerkmagmean" -0.8558133374
"LAYING" 9 "tbodygyrojerkmagstd" -0.8659915412
"LAYING" 9 "tbodygyrojerkmeanx" -0.1257518238676
"LAYING" 9 "tbodygyrojerkmeany" -0.03568469117
"LAYING" 9 "tbodygyrojerkmeanz" -0.0632127418142
"LAYING" 9 "tbodygyrojerkstdx" -0.7589587962
"LAYING" 9 "tbodygyrojerkstdy" -0.915470812
"LAYING" 9 "tbodygyrojerkstdz" -0.8308650612
"LAYING" 9 "tbodygyromagmean" -0.6236703302
"LAYING" 9 "tbodygyromagstd" -0.6949812452
"LAYING" 9 "tbodygyromeanx" -0.002221928192
"LAYING" 9 "tbodygyromeany" -0.086133001796
"LAYING" 9 "tbodygyromeanz" 0.09553694076
"LAYING" 9 "tbodygyrostdx" -0.6750098268
"LAYING" 9 "tbodygyrostdy" -0.754186265
"LAYING" 9 "tbodygyrostdz" -0.7261529816
"LAYING" 9 "tgravityaccmagmean" -0.6305764224
"LAYING" 9 "tgravityaccmagstd" -0.6716879982
"LAYING" 9 "tgravityaccmeanx" 0.899663198
"LAYING" 9 "tgravityaccmeany" -0.11999752608
"LAYING" 9 "tgravityaccmeanz" 0.3164369734
"LAYING" 9 "tgravityaccstdx" -0.9775968982
"LAYING" 9 "tgravityaccstdy" -0.9586647876
"LAYING" 9 "tgravityaccstdz" -0.9540415966
"SITTING" 9 "fbodyaccjerkmeanx" -0.5335051456
"SITTING" 9 "fbodyaccjerkmeany" -0.4526720058
"SITTING" 9 "fbodyaccjerkmeanz" -0.5684185698
"SITTING" 9 "fbodyaccjerkstdx" -0.5415375096
"SITTING" 9 "fbodyaccjerkstdy" -0.4530074602
"SITTING" 9 "fbodyaccjerkstdz" -0.6292242578
"SITTING" 9 "fbodyaccmagmean" -0.4060598034
"SITTING" 9 "fbodyaccmagstd" -0.50999131872
"SITTING" 9 "fbodyaccmeanx" -0.4631752566
"SITTING" 9 "fbodyaccmeany" -0.26309022356
"SITTING" 9 "fbodyaccmeanz" -0.39593645817
"SITTING" 9 "fbodyaccstdx" -0.37588158452
"SITTING" 9 "fbodyaccstdy" -0.17293353562
"SITTING" 9 "fbodyaccstdz" -0.2780026313174
"SITTING" 9 "fbodybodyaccjerkmagmean" -0.4800372519
"SITTING" 9 "fbodybodyaccjerkmagstd" -0.5319208152
"SITTING" 9 "fbodybodygyrojerkmagmean" -0.6829780066
"SITTING" 9 "fbodybodygyrojerkmagstd" -0.7301466898
"SITTING" 9 "fbodybodygyromagmean" -0.521894172468
"SITTING" 9 "fbodybodygyromagstd" -0.54069517056
"SITTING" 9 "fbodygyromeanx" -0.44800023178
"SITTING" 9 "fbodygyromeany" -0.5608254144
"SITTING" 9 "fbodygyromeanz" -0.39115184084
"SITTING" 9 "fbodygyrostdx" -0.526163533
"SITTING" 9 "fbodygyrostdy" -0.4997953922
"SITTING" 9 "fbodygyrostdz" -0.391558934866
"SITTING" 9 "tbodyaccjerkmagmean" -0.4811348132
"SITTING" 9 "tbodyaccjerkmagstd" -0.4995159674
"SITTING" 9 "tbodyaccjerkmeanx" 0.066843000754
"SITTING" 9 "tbodyaccjerkmeany" 0.007080105787
"SITTING" 9 "tbodyaccjerkmeanz" 0.0259847736748
"SITTING" 9 "tbodyaccjerkstdx" -0.5159733454
"SITTING" 9 "tbodyaccjerkstdy" -0.4335793654
"SITTING" 9 "tbodyaccjerkstdz" -0.5994629872
"SITTING" 9 "tbodyaccmagmean" -0.256697997574
"SITTING" 9 "tbodyaccmagstd" -0.41397839348
"SITTING" 9 "tbodyaccmeanx" 0.26636875932
"SITTING" 9 "tbodyaccmeany" -0.0208981330018
"SITTING" 9 "tbodyaccmeanz" -0.10971857132
"SITTING" 9 "tbodyaccstdx" -0.39879827954
"SITTING" 9 "tbodyaccstdy" -0.166852687742
"SITTING" 9 "tbodyaccstdz" -0.281623267198
"SITTING" 9 "tbodygyrojerkmagmean" -0.6417339788
"SITTING" 9 "tbodygyrojerkmagstd" -0.6928659992
"SITTING" 9 "tbodygyrojerkmeanx" -0.10929165904
"SITTING" 9 "tbodygyrojerkmeany" -0.051707673302
"SITTING" 9 "tbodygyrojerkmeanz" -0.070433725716
"SITTING" 9 "tbodygyrojerkstdx" -0.5658155106
"SITTING" 9 "tbodygyrojerkstdy" -0.7069752976
"SITTING" 9 "tbodygyrojerkstdz" -0.6266939196
"SITTING" 9 "tbodygyromagmean" -0.32502290332
"SITTING" 9 "tbodygyromagstd" -0.4779348387
"SITTING" 9 "tbodygyromeanx" 0.015756318572
"SITTING" 9 "tbodygyromeany" -0.08258874616
"SITTING" 9 "tbodygyromeanz" 0.055279579782
"SITTING" 9 "tbodygyrostdx" -0.5039091146
"SITTING" 9 "tbodygyrostdy" -0.5180062504
"SITTING" 9 "tbodygyrostdz" -0.3440334881
"SITTING" 9 "tgravityaccmagmean" -0.256697997574
"SITTING" 9 "tgravityaccmagstd" -0.41397839348
"SITTING" 9 "tgravityaccmeanx" 0.8778541716
"SITTING" 9 "tgravityaccmeany" -0.14635064838
"SITTING" 9 "tgravityaccmeanz" 0.0376577972
"SITTING" 9 "tgravityaccstdx" -0.959648765
"SITTING" 9 "tgravityaccstdy" -0.9395402342
"SITTING" 9 "tgravityaccstdz" -0.9368616998
"STANDING" 9 "fbodyaccjerkmeanx" -0.292769897095556
"STANDING" 9 "fbodyaccjerkmeany" -0.28720428962
"STANDING" 9 "fbodyaccjerkmeanz" -0.319653165288889
"STANDING" 9 "fbodyaccjerkstdx" -0.366103584355556
"STANDING" 9 "fbodyaccjerkstdy" -0.307462407044444
"STANDING" 9 "fbodyaccjerkstdz" -0.444447408388889
"STANDING" 9 "fbodyaccmagmean" -0.206486455533333
"STANDING" 9 "fbodyaccmagstd" -0.403637096802222
"STANDING" 9 "fbodyaccmeanx" -0.281257404633333
"STANDING" 9 "fbodyaccmeany" -0.0923803131333333
"STANDING" 9 "fbodyaccmeanz" -0.159636946066667
"STANDING" 9 "fbodyaccstdx" -0.360377709153333
"STANDING" 9 "fbodyaccstdy" -0.0761929264184444
"STANDING" 9 "fbodyaccstdz" -0.151007949044444
"STANDING" 9 "fbodybodyaccjerkmagmean" -0.2194239826
"STANDING" 9 "fbodybodyaccjerkmagstd" -0.266365673888889
"STANDING" 9 "fbodybodygyrojerkmagmean" -0.452460304844444
"STANDING" 9 "fbodybodygyrojerkmagstd" -0.525734414688889
"STANDING" 9 "fbodybodygyromagmean" -0.31439132248
"STANDING" 9 "fbodybodygyromagstd" -0.448230707202222
"STANDING" 9 "fbodygyromeanx" -0.330071998111111
"STANDING" 9 "fbodygyromeany" -0.276814373044444
"STANDING" 9 "fbodygyromeanz" -0.343790493884444
"STANDING" 9 "fbodygyrostdx" -0.455645137777778
"STANDING" 9 "fbodygyrostdy" -0.308513435177778
"STANDING" 9 "fbodygyrostdz" -0.405767758222222
"STANDING" 9 "tbodyaccjerkmagmean" -0.274043021977778
"STANDING" 9 "tbodyaccjerkmagstd" -0.236364756488889
"STANDING" 9 "tbodyaccjerkmeanx" 0.06459835774
"STANDING" 9 "tbodyaccjerkmeany" 0.0484257285822222
"STANDING" 9 "tbodyaccjerkmeanz" 0.0110735554111111
"STANDING" 9 "tbodyaccjerkstdx" -0.2958053788
"STANDING" 9 "tbodyaccjerkstdy" -0.271041208273333
"STANDING" 9 "tbodyaccjerkstdz" -0.382244818673333
"STANDING" 9 "tbodyaccmagmean" -0.166572464717778
"STANDING" 9 "tbodyaccmagstd" -0.256963217222222
"STANDING" 9 "tbodyaccmeanx" 0.276933006191111
"STANDING" 9 "tbodyaccmeany" -0.0236686085155556
"STANDING" 9 "tbodyaccmeanz" -0.11352235082
"STANDING" 9 "tbodyaccstdx" -0.335809531933333
"STANDING" 9 "tbodyaccstdy" -0.0412122278542222
"STANDING" 9 "tbodyaccstdz" -0.106150414888889
"STANDING" 9 "tbodygyrojerkmagmean" -0.427628555022222
"STANDING" 9 "tbodygyrojerkmagstd" -0.466002849133333
"STANDING" 9 "tbodygyrojerkmeanx" -0.111956080795556
"STANDING" 9 "tbodygyrojerkmeany" -0.0358608862106667
"STANDING" 9 "tbodygyrojerkmeanz" -0.0558067954266667
"STANDING" 9 "tbodygyrojerkstdx" -0.434709971333333
"STANDING" 9 "tbodygyrojerkstdy" -0.435266754155556
"STANDING" 9 "tbodygyrojerkstdz" -0.543465886
"STANDING" 9 "tbodygyromagmean" -0.203514730413333
"STANDING" 9 "tbodygyromagstd" -0.317551113302222
"STANDING" 9 "tbodygyromeanx" 0.00688864125777778
"STANDING" 9 "tbodygyromeany" -0.096586563746
"STANDING" 9 "tbodygyromeanz" 0.0510432372444444
"STANDING" 9 "tbodygyrostdx" -0.421509760666667
"STANDING" 9 "tbodygyrostdy" -0.289426670288889
"STANDING" 9 "tbodygyrostdz" -0.344863865408889
"STANDING" 9 "tgravityaccmagmean" -0.166572464717778
"STANDING" 9 "tgravityaccmagstd" -0.256963217222222
"STANDING" 9 "tgravityaccmeanx" 0.850109157555556
"STANDING" 9 "tgravityaccmeany" -0.0814272244666667
"STANDING" 9 "tgravityaccmeanz" 0.0466346602222222
"STANDING" 9 "tgravityaccstdx" -0.956205548666667
"STANDING" 9 "tgravityaccstdy" -0.952609785333333
"STANDING" 9 "tgravityaccstdz" -0.917852710888889
"WALKING" 9 "fbodyaccjerkmeanx" -0.859007904038462
"WALKING" 9 "fbodyaccjerkmeany" -0.835490624230769
"WALKING" 9 "fbodyaccjerkmeanz" -0.906655710192308
"WALKING" 9 "fbodyaccjerkstdx" -0.863287492115385
"WALKING" 9 "fbodyaccjerkstdy" -0.837021106346154
"WALKING" 9 "fbodyaccjerkstdz" -0.922564664615385
"WALKING" 9 "fbodyaccmagmean" -0.777958852115385
"WALKING" 9 "fbodyaccmagstd" -0.758932670961538
"WALKING" 9 "fbodyaccmeanx" -0.782141122307692
"WALKING" 9 "fbodyaccmeany" -0.700110076153846
"WALKING" 9 "fbodyaccmeanz" -0.772208919423077
"WALKING" 9 "fbodyaccstdx" -0.727918962692308
"WALKING" 9 "fbodyaccstdy" -0.586731206615385
"WALKING" 9 "fbodyaccstdz" -0.621677651365385
"WALKING" 9 "fbodybodyaccjerkmagmean" -0.851566194807692
"WALKING" 9 "fbodybodyaccjerkmagstd" -0.862883140576923
"WALKING" 9 "fbodybodygyrojerkmagmean" -0.920311568269231
"WALKING" 9 "fbodybodygyrojerkmagstd" -0.925108474423077
"WALKING" 9 "fbodybodygyromagmean" -0.793085981730769
"WALKING" 9 "fbodybodygyromagstd" -0.681728263423077
"WALKING" 9 "fbodygyromeanx" -0.748839014038462
"WALKING" 9 "fbodygyromeany" -0.823216740192308
"WALKING" 9 "fbodygyromeanz" -0.791052788653846
"WALKING" 9 "fbodygyrostdx" -0.742478423
"WALKING" 9 "fbodygyrostdy" -0.701522367307692
"WALKING" 9 "fbodygyrostdz" -0.811555362884615
"WALKING" 9 "tbodyaccjerkmagmean" -0.858651564230769
"WALKING" 9 "tbodyaccjerkmagstd" -0.8565153375
"WALKING" 9 "tbodyaccjerkmeanx" 0.0652686424505769
"WALKING" 9 "tbodyaccjerkmeany" 0.00705711082134615
"WALKING" 9 "tbodyaccjerkmeanz" 0.00344830101230769
"WALKING" 9 "tbodyaccjerkstdx" -0.854589741346154
"WALKING" 9 "tbodyaccjerkstdy" -0.830447870769231
"WALKING" 9 "tbodyaccjerkstdz" -0.9153009375
"WALKING" 9 "tbodyaccmagmean" -0.656750690576923
"WALKING" 9 "tbodyaccmagstd" -0.738525476923077
"WALKING" 9 "tbodyaccmeanx" 0.283839495576923
"WALKING" 9 "tbodyaccmeany" -0.0213951544523077
"WALKING" 9 "tbodyaccmeanz" -0.12513694575
"WALKING" 9 "tbodyaccstdx" -0.741898431923077
"WALKING" 9 "tbodyaccstdy" -0.605024065288462
"WALKING" 9 "tbodyaccstdz" -0.651146448846154
"WALKING" 9 "tbodygyrojerkmagmean" -0.902004684807692
"WALKING" 9 "tbodygyrojerkmagstd" -0.919903549807692
"WALKING" 9 "tbodygyrojerkmeanx" -0.112290742576923
"WALKING" 9 "tbodygyrojerkmeany" -0.0268137175153846
"WALKING" 9 "tbodygyrojerkmeanz" -0.0555735567380769
"WALKING" 9 "tbodygyrojerkstdx" -0.862726285576923
"WALKING" 9 "tbodygyrojerkstdy" -0.929781055961538
"WALKING" 9 "tbodygyrojerkstdz" -0.885906370192308
"WALKING" 9 "tbodygyromagmean" -0.662126776923077
"WALKING" 9 "tbodygyromagstd" -0.688352573088462
"WALKING" 9 "tbodygyromeanx" -0.00233711021153846
"WALKING" 9 "tbodygyromeany" -0.0888894940576923
"WALKING" 9 "tbodygyromeanz" 0.104075339865962
"WALKING" 9 "tbodygyrostdx" -0.740122845884615
"WALKING" 9 "tbodygyrostdy" -0.739699776538462
"WALKING" 9 "tbodygyrostdz" -0.791799544615385
"WALKING" 9 "tgravityaccmagmean" -0.656750690576923
"WALKING" 9 "tgravityaccmagstd" -0.738525476923077
"WALKING" 9 "tgravityaccmeanx" 0.826439402115385
"WALKING" 9 "tgravityaccmeany" 0.0413024719230769
"WALKING" 9 "tgravityaccmeanz" 0.292102693076923
"WALKING" 9 "tgravityaccstdx" -0.959050052115385
"WALKING" 9 "tgravityaccstdy" -0.945668557692308
"WALKING" 9 "tgravityaccstdz" -0.914432483269231
"WALKING_DOWNSTAIRS" 9 "fbodyaccjerkmeanx" -0.960209532619048
"WALKING_DOWNSTAIRS" 9 "fbodyaccjerkmeany" -0.94084566
"WALKING_DOWNSTAIRS" 9 "fbodyaccjerkmeanz" -0.963403979761905
"WALKING_DOWNSTAIRS" 9 "fbodyaccjerkstdx" -0.965872854761905
"WALKING_DOWNSTAIRS" 9 "fbodyaccjerkstdy" -0.943290774047619
"WALKING_DOWNSTAIRS" 9 "fbodyaccjerkstdz" -0.972174093571429
"WALKING_DOWNSTAIRS" 9 "fbodyaccmagmean" -0.821299622
"WALKING_DOWNSTAIRS" 9 "fbodyaccmagstd" -0.748378663166667
"WALKING_DOWNSTAIRS" 9 "fbodyaccmeanx" -0.926976468809524
"WALKING_DOWNSTAIRS" 9 "fbodyaccmeany" -0.781014492809524
"WALKING_DOWNSTAIRS" 9 "fbodyaccmeanz" -0.876025215714286
"WALKING_DOWNSTAIRS" 9 "fbodyaccstdx" -0.911678708095238
"WALKING_DOWNSTAIRS" 9 "fbodyaccstdy" -0.677279775047619
"WALKING_DOWNSTAIRS" 9 "fbodyaccstdz" -0.780363911333333
"WALKING_DOWNSTAIRS" 9 "fbodybodyaccjerkmagmean" -0.948263564761905
"WALKING_DOWNSTAIRS" 9 "fbodybodyaccjerkmagstd" -0.954594348571429
"WALKING_DOWNSTAIRS" 9 "fbodybodygyrojerkmagmean" -0.963415936666667
"WALKING_DOWNSTAIRS" 9 "fbodybodygyrojerkmagstd" -0.964295396666667
"WALKING_DOWNSTAIRS" 9 "fbodybodygyromagmean" -0.905615998333333
